soort_nl	soort_wet	levensstadium	ref_jaar	jaar	mean	lcl_0.90	ucl_0.90	parameter	jaar_centered	sd	lcl_0.30	lcl_0.60	lcl_0.95	ucl_0.30	ucl_0.60	ucl_0.95
Boomkikker	Hyla arborea	adult	2016	2016	NA	NA	NA	diff_previous_year	1	NA	NA	NA	NA	NA	NA	NA
Boomkikker	Hyla arborea	adult	2016	2016	NA	NA	NA	index	1	NA	NA	NA	NA	NA	NA	NA
Boomkikker	Hyla arborea	adult	2016	2016	-0.113688	-0.290921	0.0204813	sample_value	1	0.0978378	-0.141986	-0.194121	-0.327813	-0.0679367	-0.0300285	0.0487011
Boomkikker	Hyla arborea	adult	2016	2017	1.0176	0.875791	1.18213	diff_previous_year	2	0.0943233	0.99019	0.950943	0.843441	1.03708	1.0758	1.22498
Boomkikker	Hyla arborea	adult	2016	2017	1.0176	0.875791	1.18213	index	2	0.0943233	0.99019	0.950943	0.843441	1.03708	1.0758	1.22498
Boomkikker	Hyla arborea	adult	2016	2017	-0.100426	-0.26314	0.0243612	sample_value	2	0.088887	-0.121431	-0.1676	-0.29547	-0.058827	-0.0276756	0.0428159
Boomkikker	Hyla arborea	adult	2016	2018	1.05959	0.919511	1.25847	diff_previous_year	3	0.106856	1.01623	0.985274	0.890753	1.07563	1.1229	1.31045
Boomkikker	Hyla arborea	adult	2016	2018	1.07596	0.897182	1.33229	index	3	0.130208	1.01713	0.980869	0.86739	1.09574	1.16371	1.39435
Boomkikker	Hyla arborea	adult	2016	2018	-0.047388	-0.181247	0.0722772	sample_value	3	0.0771299	-0.071514	-0.105295	-0.206575	-0.0185677	0.00896678	0.10279
Boomkikker	Hyla arborea	adult	2016	2019	1.03729	0.887562	1.21129	diff_previous_year	4	0.101796	0.999287	0.968794	0.843281	1.05921	1.10042	1.26311
Boomkikker	Hyla arborea	adult	2016	2019	1.11202	0.926012	1.3723	index	4	0.144704	1.04214	0.998593	0.889906	1.14014	1.21951	1.45729
Boomkikker	Hyla arborea	adult	2016	2019	-0.0154499	-0.140576	0.115804	sample_value	4	0.0771845	-0.0382123	-0.0710229	-0.17034	0.00631869	0.0371266	0.150228
Boomkikker	Hyla arborea	adult	2016	2020	0.999	0.842494	1.15815	diff_previous_year	5	0.0932076	0.975537	0.933316	0.800865	1.02673	1.06276	1.19382
Boomkikker	Hyla arborea	adult	2016	2020	1.10609	0.91106	1.36581	index	5	0.142844	1.04072	0.994629	0.874504	1.13495	1.21991	1.43065
Boomkikker	Hyla arborea	adult	2016	2020	-0.0208646	-0.140795	0.0857694	sample_value	5	0.0716253	-0.0373232	-0.0777775	-0.179746	0.0062719	0.0326508	0.114475
Boomkikker	Hyla arborea	adult	2016	2021	1.02261	0.877441	1.19246	diff_previous_year	6	0.096462	0.989428	0.962588	0.831123	1.04308	1.08122	1.2388
Boomkikker	Hyla arborea	adult	2016	2021	1.12855	0.911948	1.42553	index	6	0.164259	1.05654	0.999594	0.858968	1.16112	1.25299	1.48938
Boomkikker	Hyla arborea	adult	2016	2021	-0.00287208	-0.140745	0.120018	sample_value	6	0.0797702	-0.0230631	-0.0543747	-0.179795	0.0232402	0.0516208	0.15165
Boomkikker	Hyla arborea	adult	2016	2022	1.03999	0.891024	1.23637	diff_previous_year	7	0.104757	1.00129	0.967704	0.860493	1.05629	1.10711	1.27815
Boomkikker	Hyla arborea	adult	2016	2022	1.16884	0.930176	1.51981	index	7	0.177086	1.08146	1.02718	0.896701	1.21392	1.29976	1.60489
Boomkikker	Hyla arborea	adult	2016	2022	0.0314458	-0.103192	0.167442	sample_value	7	0.0827565	0.00530997	-0.0256095	-0.152723	0.057642	0.0941205	0.20514
Boomkikker	Hyla arborea	adult	2016	2023	1.11044	0.966817	1.36513	diff_previous_year	8	0.133145	1.03969	1.01121	0.94529	1.12272	1.19613	1.46137
Boomkikker	Hyla arborea	adult	2016	2023	1.294	0.996468	1.71581	index	8	0.22529	1.17671	1.10014	0.966433	1.34651	1.47047	1.7918
Boomkikker	Hyla arborea	adult	2016	2023	0.129713	-0.00388094	0.301909	sample_value	8	0.0959155	0.0825099	0.044143	-0.0201536	0.157429	0.210235	0.342941
Boomkikker	Hyla arborea	adult	2016	2024	1.01597	0.843444	1.21899	diff_previous_year	9	0.114686	0.981053	0.941069	0.797752	1.03787	1.07906	1.28473
Boomkikker	Hyla arborea	adult	2016	2024	1.31274	0.987215	1.83088	index	9	0.268788	1.17607	1.08943	0.960692	1.3525	1.49219	1.99574
Boomkikker	Hyla arborea	adult	2016	2024	0.13953	-0.029331	0.373812	sample_value	9	0.125519	0.0796181	0.0365454	-0.0654476	0.162575	0.237121	0.431378
Boomkikker	Hyla arborea	larve	2016	2016	NA	NA	NA	diff_previous_year	1	NA	NA	NA	NA	NA	NA	NA
Boomkikker	Hyla arborea	larve	2016	2016	NA	NA	NA	index	1	NA	NA	NA	NA	NA	NA	NA
Boomkikker	Hyla arborea	larve	2016	2016	0.312059	-0.121552	0.714304	sample_value	1	0.253434	0.217779	0.0985947	-0.188616	0.409169	0.52157	0.791052
Boomkikker	Hyla arborea	larve	2016	2017	1.08392	0.543254	1.88484	diff_previous_year	2	0.424103	0.865946	0.727179	0.475938	1.17248	1.40665	2.14978
Boomkikker	Hyla arborea	larve	2016	2017	1.08392	0.543254	1.88484	index	2	0.424103	0.865946	0.727179	0.475938	1.17248	1.40665	2.14978
Boomkikker	Hyla arborea	larve	2016	2017	0.319565	-0.187937	0.883179	sample_value	2	0.32439	0.179329	0.0567834	-0.276692	0.435876	0.583021	0.995983
Boomkikker	Hyla arborea	larve	2016	2018	1.85316	0.797052	3.48608	diff_previous_year	3	0.88769	1.42036	1.14773	0.639552	2.00042	2.42519	4.07375
Boomkikker	Hyla arborea	larve	2016	2018	1.84281	0.871185	3.34289	index	3	0.840285	1.42421	1.20754	0.759471	1.92281	2.38178	3.77005
Boomkikker	Hyla arborea	larve	2016	2018	0.83344	0.350506	1.33472	sample_value	3	0.299843	0.719047	0.589633	0.256739	0.944268	1.06761	1.45138
Boomkikker	Hyla arborea	larve	2016	2019	1.42659	0.564405	2.71854	diff_previous_year	4	0.744479	1.05765	0.874183	0.483896	1.50117	1.90433	3.25295
Boomkikker	Hyla arborea	larve	2016	2019	2.34048	1.04847	4.09922	index	4	1.03687	1.78954	1.53024	0.910267	2.52744	3.13103	4.69755
Boomkikker	Hyla arborea	larve	2016	2019	1.07185	0.452389	1.66228	sample_value	4	0.365583	0.922838	0.769274	0.328435	1.20715	1.40358	1.75031
Boomkikker	Hyla arborea	larve	2016	2020	0.506825	0.226283	0.931438	diff_previous_year	5	0.231177	0.386038	0.314508	0.196295	0.547481	0.678132	1.09626
Boomkikker	Hyla arborea	larve	2016	2020	1.04528	0.549537	1.71499	index	5	0.366266	0.862873	0.729262	0.493559	1.14429	1.31908	1.95196
Boomkikker	Hyla arborea	larve	2016	2020	0.296417	-0.16307	0.729327	sample_value	5	0.273534	0.18467	0.0751106	-0.237309	0.401454	0.530581	0.817879
Boomkikker	Hyla arborea	larve	2016	2021	0.129961	0.0412978	0.288268	diff_previous_year	6	0.0832393	0.0838093	0.0663789	0.0345667	0.138372	0.185362	0.347117
Boomkikker	Hyla arborea	larve	2016	2021	0.127248	0.0399279	0.271568	index	6	0.0795107	0.084752	0.063425	0.0323442	0.13742	0.179564	0.345091
Boomkikker	Hyla arborea	larve	2016	2021	-1.92402	-2.68928	-1.20116	sample_value	6	0.458128	-2.10951	-2.29477	-2.8341	-1.72813	-1.53351	-1.05272
Boomkikker	Hyla arborea	larve	2016	2022	1.50828	0.516057	3.11662	diff_previous_year	7	0.870225	1.08001	0.811051	0.442693	1.63287	2.01077	3.73981
Boomkikker	Hyla arborea	larve	2016	2022	0.163169	0.0559692	0.342954	index	7	0.101651	0.112794	0.0851809	0.0462728	0.170616	0.222213	0.428983
Boomkikker	Hyla arborea	larve	2016	2022	-1.66198	-2.38819	-0.950415	sample_value	7	0.442695	-1.83244	-2.04359	-2.52337	-1.48299	-1.28506	-0.817677
Boomkikker	Hyla arborea	larve	2016	2023	12.4451	3.7735	29.6746	diff_previous_year	8	8.98775	7.76136	5.87438	3.10224	13.0915	17.08	34.932
Boomkikker	Hyla arborea	larve	2016	2023	1.51654	0.766695	2.66234	index	8	0.599034	1.20823	1.00791	0.664432	1.64804	1.94698	2.90429
Boomkikker	Hyla arborea	larve	2016	2023	0.65487	0.143271	1.21202	sample_value	8	0.32355	0.516033	0.383445	0.0241272	0.781652	0.922869	1.29189
Boomkikker	Hyla arborea	larve	2016	2024	0.660912	0.209956	1.34066	diff_previous_year	9	0.364233	0.478397	0.369666	0.180251	0.71594	0.931968	1.55736
Boomkikker	Hyla arborea	larve	2016	2024	0.917544	0.350254	1.84224	index	9	0.485845	0.664968	0.519893	0.295922	0.989415	1.25582	2.20503
Boomkikker	Hyla arborea	larve	2016	2024	0.0977973	-0.587736	0.722968	sample_value	9	0.393886	-0.0331334	-0.21302	-0.742726	0.239162	0.40738	0.830035
Kamsalamander	Triturus cristatus	adult	2017	2017	NA	NA	NA	diff_previous_year	1	NA	NA	NA	NA	NA	NA	NA
Kamsalamander	Triturus cristatus	adult	2017	2017	NA	NA	NA	index	1	NA	NA	NA	NA	NA	NA	NA
Kamsalamander	Triturus cristatus	adult	2017	2017	0.0187549	-0.17553	0.241889	sample_value	1	0.123005	-0.0125646	-0.049137	-0.227684	0.0332797	0.0904713	0.316566
Kamsalamander	Triturus cristatus	adult	2017	2018	0.997315	0.807548	1.17693	diff_previous_year	2	0.111868	0.981893	0.935611	0.767303	1.0148	1.05486	1.23424
Kamsalamander	Triturus cristatus	adult	2017	2018	0.997315	0.807548	1.17693	index	2	0.111868	0.981893	0.935611	0.767303	1.0148	1.05486	1.23424
Kamsalamander	Triturus cristatus	adult	2017	2018	0.00989419	-0.126209	0.159819	sample_value	2	0.0834769	-0.00993436	-0.0394794	-0.167436	0.021155	0.0654543	0.199015
Kamsalamander	Triturus cristatus	adult	2017	2019	0.956886	0.739835	1.09183	diff_previous_year	3	0.107604	0.950255	0.885675	0.703135	0.999975	1.01929	1.13703
Kamsalamander	Triturus cristatus	adult	2017	2019	0.954571	0.67795	1.16222	index	3	0.148385	0.946127	0.85421	0.597091	1.00406	1.039	1.2211
Kamsalamander	Triturus cristatus	adult	2017	2019	-0.041111	-0.216571	0.0716498	sample_value	3	0.0916855	-0.0422198	-0.103142	-0.28134	0.000820254	0.0155791	0.0945636
Kamsalamander	Triturus cristatus	adult	2017	2020	1.02096	0.869837	1.21802	diff_previous_year	4	0.109349	0.990918	0.962464	0.827925	1.02432	1.074	1.31881
Kamsalamander	Triturus cristatus	adult	2017	2020	0.970798	0.684324	1.21695	index	4	0.165952	0.944619	0.862947	0.604248	1.01195	1.05679	1.31981
Kamsalamander	Triturus cristatus	adult	2017	2020	-0.0257369	-0.180004	0.0886823	sample_value	4	0.0855585	-0.0285935	-0.0791598	-0.245708	0.00318695	0.018314	0.119917
Kamsalamander	Triturus cristatus	adult	2017	2021	1.02637	0.870303	1.23368	diff_previous_year	5	0.113941	0.993482	0.966365	0.835032	1.02777	1.08626	1.3037
Kamsalamander	Triturus cristatus	adult	2017	2021	0.990636	0.713247	1.26877	index	5	0.171203	0.958537	0.87336	0.65795	1.02168	1.07722	1.35137
Kamsalamander	Triturus cristatus	adult	2017	2021	-0.00528647	-0.150098	0.116957	sample_value	5	0.0801018	-0.0160209	-0.0490972	-0.190597	0.00965154	0.0413374	0.168788
Kamsalamander	Triturus cristatus	adult	2017	2022	1.04729	0.90311	1.29808	diff_previous_year	6	0.130047	0.99596	0.975523	0.84933	1.04137	1.11668	1.38529
Kamsalamander	Triturus cristatus	adult	2017	2022	1.03157	0.766257	1.40544	index	6	0.190163	0.976098	0.914311	0.698348	1.03823	1.12006	1.54187
Kamsalamander	Triturus cristatus	adult	2017	2022	0.0340607	-0.086474	0.214785	sample_value	6	0.09203	-0.00322626	-0.0234729	-0.114544	0.0401999	0.0944698	0.265829
Kamsalamander	Triturus cristatus	adult	2017	2023	0.981925	0.799057	1.13891	diff_previous_year	7	0.10909	0.967903	0.916293	0.733329	1.00684	1.03256	1.22002
Kamsalamander	Triturus cristatus	adult	2017	2023	1.01008	0.701948	1.38318	index	7	0.201805	0.963112	0.874085	0.626173	1.03117	1.10541	1.4928
Kamsalamander	Triturus cristatus	adult	2017	2023	0.00942443	-0.18993	0.208863	sample_value	7	0.114547	-0.0128777	-0.0480828	-0.255094	0.0242259	0.0730633	0.279544
Kamsalamander	Triturus cristatus	larve	2017	2017	NA	NA	NA	diff_previous_year	1	NA	NA	NA	NA	NA	NA	NA
Kamsalamander	Triturus cristatus	larve	2017	2017	NA	NA	NA	index	1	NA	NA	NA	NA	NA	NA	NA
Kamsalamander	Triturus cristatus	larve	2017	2017	0.00817793	-0.234308	0.291616	sample_value	1	0.156291	-0.0219362	-0.0729931	-0.334543	0.0279987	0.0915826	0.37273
Kamsalamander	Triturus cristatus	larve	2017	2018	1.01661	0.83914	1.22928	diff_previous_year	2	0.135137	0.986976	0.943909	0.757221	1.02484	1.07558	1.32468
Kamsalamander	Triturus cristatus	larve	2017	2018	1.01661	0.83914	1.22928	index	2	0.135137	0.986976	0.943909	0.757221	1.02484	1.07558	1.32468
Kamsalamander	Triturus cristatus	larve	2017	2018	0.0165634	-0.157054	0.218265	sample_value	2	0.110584	-0.0111741	-0.0431201	-0.20337	0.0280869	0.0819337	0.268861
Kamsalamander	Triturus cristatus	larve	2017	2019	1.00532	0.809065	1.22572	diff_previous_year	3	0.130674	0.979141	0.934862	0.763603	1.01784	1.06545	1.28913
Kamsalamander	Triturus cristatus	larve	2017	2019	1.02388	0.755797	1.38921	index	3	0.215512	0.976868	0.913003	0.676473	1.02997	1.0923	1.55826
Kamsalamander	Triturus cristatus	larve	2017	2019	0.0138691	-0.132304	0.185584	sample_value	3	0.0986817	-0.0105769	-0.0338108	-0.162972	0.0229022	0.0634104	0.243173
Kamsalamander	Triturus cristatus	larve	2017	2020	0.990013	0.812121	1.17546	diff_previous_year	4	0.117661	0.974345	0.925211	0.734919	1.00995	1.04252	1.27625
Kamsalamander	Triturus cristatus	larve	2017	2020	1.01156	0.686077	1.38528	index	4	0.235374	0.962467	0.892171	0.588087	1.02737	1.09189	1.57022
Kamsalamander	Triturus cristatus	larve	2017	2020	-0.00340839	-0.154754	0.154504	sample_value	4	0.0964032	-0.0166279	-0.0498941	-0.202593	0.013186	0.0451737	0.192301
Kamsalamander	Triturus cristatus	larve	2017	2021	1.01416	0.836433	1.24501	diff_previous_year	5	0.123102	0.986377	0.947524	0.780763	1.02257	1.06967	1.34084
Kamsalamander	Triturus cristatus	larve	2017	2021	1.02035	0.680036	1.43153	index	5	0.236814	0.961329	0.877749	0.609753	1.03622	1.11968	1.64115
Kamsalamander	Triturus cristatus	larve	2017	2021	0.00366666	-0.150007	0.160711	sample_value	5	0.0929979	-0.0134845	-0.0451518	-0.181623	0.0165542	0.0556024	0.198512
Kamsalamander	Triturus cristatus	larve	2017	2022	0.989444	0.800136	1.16547	diff_previous_year	6	0.111869	0.972388	0.920846	0.749156	1.00998	1.04186	1.23623
Kamsalamander	Triturus cristatus	larve	2017	2022	1.00644	0.622281	1.41213	index	6	0.245485	0.954083	0.858492	0.559052	1.03093	1.11505	1.56421
Kamsalamander	Triturus cristatus	larve	2017	2022	-0.013383	-0.206075	0.150579	sample_value	6	0.111139	-0.0269573	-0.075772	-0.278874	0.0135077	0.0471145	0.217395
Kamsalamander	Triturus cristatus	larve	2017	2023	0.995499	0.784233	1.19471	diff_previous_year	7	0.123034	0.9769	0.931423	0.728716	1.0167	1.05276	1.27612
Kamsalamander	Triturus cristatus	larve	2017	2023	0.998562	0.600144	1.43484	index	7	0.256728	0.941691	0.833789	0.528139	1.0339	1.12194	1.62469
Kamsalamander	Triturus cristatus	larve	2017	2023	-0.0254856	-0.280171	0.176267	sample_value	7	0.142416	-0.0346117	-0.107414	-0.38947	0.0169816	0.0577903	0.247512
Knoflookpad	Pelobates fuscus	adult	2019	2019	NA	NA	NA	diff_previous_year	1	NA	NA	NA	NA	NA	NA	NA
Knoflookpad	Pelobates fuscus	adult	2019	2019	NA	NA	NA	index	1	NA	NA	NA	NA	NA	NA	NA
Knoflookpad	Pelobates fuscus	adult	2019	2019	0.0347184	-0.194149	0.318234	sample_value	1	0.147502	-0.00731559	-0.0441097	-0.254984	0.049962	0.117699	0.386857
Knoflookpad	Pelobates fuscus	adult	2019	2020	1.00286	0.808071	1.25693	diff_previous_year	2	0.134898	0.976686	0.927612	0.747888	1.01293	1.06068	1.33551
Knoflookpad	Pelobates fuscus	adult	2019	2020	1.00286	0.808071	1.25693	index	2	0.134898	0.976686	0.927612	0.747888	1.01293	1.06068	1.33551
Knoflookpad	Pelobates fuscus	adult	2019	2020	0.0287839	-0.124271	0.244433	sample_value	2	0.110451	-0.0105044	-0.0361409	-0.155727	0.0305197	0.0994006	0.322642
Knoflookpad	Pelobates fuscus	adult	2019	2021	0.958402	0.711928	1.13102	diff_previous_year	3	0.128858	0.949087	0.86937	0.647582	1.00439	1.03122	1.19621
Knoflookpad	Pelobates fuscus	adult	2019	2021	0.960458	0.653981	1.22612	index	3	0.177654	0.937424	0.833969	0.594081	1.00626	1.04604	1.35053
Knoflookpad	Pelobates fuscus	adult	2019	2021	-0.0237068	-0.201704	0.111735	sample_value	3	0.0934232	-0.0277755	-0.0770963	-0.262144	0.00623079	0.0314615	0.14024
Knoflookpad	Pelobates fuscus	adult	2019	2022	1.00868	0.831537	1.22707	diff_previous_year	4	0.119843	0.978797	0.939128	0.779307	1.02171	1.06906	1.29342
Knoflookpad	Pelobates fuscus	adult	2019	2022	0.965374	0.629151	1.27118	index	4	0.198243	0.927991	0.837422	0.579296	1.01192	1.05591	1.40373
Knoflookpad	Pelobates fuscus	adult	2019	2022	-0.0220057	-0.199098	0.10929	sample_value	4	0.0932294	-0.0288983	-0.073231	-0.258993	0.00637394	0.0269091	0.164852
Knoflookpad	Pelobates fuscus	adult	2019	2023	1.00766	0.828047	1.2333	diff_previous_year	5	0.131192	0.980322	0.937004	0.759066	1.02013	1.05834	1.33278
Knoflookpad	Pelobates fuscus	adult	2019	2023	0.969281	0.604873	1.33783	index	5	0.215174	0.924967	0.83649	0.539176	1.01172	1.07439	1.50149
Knoflookpad	Pelobates fuscus	adult	2019	2023	-0.0224632	-0.224894	0.133706	sample_value	5	0.114755	-0.0340462	-0.0850067	-0.286025	0.00701348	0.0374961	0.20477
Knoflookpad	Pelobates fuscus	adult	2019	2024	1.03718	0.849524	1.31643	diff_previous_year	6	0.154943	0.989084	0.962754	0.811733	1.03276	1.09604	1.44488
Knoflookpad	Pelobates fuscus	adult	2019	2024	0.995645	0.635894	1.40237	index	6	0.226725	0.939019	0.849871	0.556179	1.02609	1.1087	1.53143
Knoflookpad	Pelobates fuscus	adult	2019	2024	0.00467339	-0.198115	0.215285	sample_value	6	0.122339	-0.0190651	-0.0731399	-0.23682	0.0264188	0.0759909	0.284557
Vroedmeesterpad	Alytes obstetricans	adult	2019	2019	NA	NA	NA	diff_previous_year	1	NA	NA	NA	NA	NA	NA	NA
Vroedmeesterpad	Alytes obstetricans	adult	2019	2019	NA	NA	NA	index	1	NA	NA	NA	NA	NA	NA	NA
Vroedmeesterpad	Alytes obstetricans	adult	2019	2019	-0.576291	-0.801125	-0.344433	sample_value	1	0.13848	-0.630934	-0.692135	-0.846253	-0.523584	-0.460165	-0.306527
Vroedmeesterpad	Alytes obstetricans	adult	2019	2020	1.29971	0.925945	1.76173	diff_previous_year	2	0.259246	1.17439	1.08408	0.867702	1.37294	1.50325	1.87896
Vroedmeesterpad	Alytes obstetricans	adult	2019	2020	1.29971	0.925945	1.76173	index	2	0.259246	1.17439	1.08408	0.867702	1.37294	1.50325	1.87896
Vroedmeesterpad	Alytes obstetricans	adult	2019	2020	-0.333494	-0.522943	-0.141483	sample_value	2	0.117766	-0.381445	-0.43118	-0.563295	-0.287635	-0.234641	-0.111185
Vroedmeesterpad	Alytes obstetricans	adult	2019	2021	1.29657	0.951643	1.69442	diff_previous_year	3	0.234812	1.18651	1.09366	0.893416	1.36922	1.48008	1.79729
Vroedmeesterpad	Alytes obstetricans	adult	2019	2021	1.66087	1.17062	2.26708	index	3	0.343542	1.49397	1.37138	1.09845	1.77597	1.93671	2.40219
Vroedmeesterpad	Alytes obstetricans	adult	2019	2021	-0.0898456	-0.284662	0.108982	sample_value	3	0.11999	-0.132332	-0.188474	-0.319825	-0.0475951	0.00794654	0.146462
Vroedmeesterpad	Alytes obstetricans	adult	2019	2022	0.775047	0.540597	1.05629	diff_previous_year	4	0.156995	0.700534	0.646025	0.501038	0.819928	0.904533	1.11884
Vroedmeesterpad	Alytes obstetricans	adult	2019	2022	1.26342	0.874271	1.74686	index	4	0.270149	1.14743	1.02542	0.804852	1.34528	1.47748	1.85533
Vroedmeesterpad	Alytes obstetricans	adult	2019	2022	-0.365047	-0.597807	-0.147328	sample_value	4	0.139668	-0.418404	-0.483307	-0.636553	-0.311706	-0.243674	-0.0934682
Vroedmeesterpad	Alytes obstetricans	adult	2019	2023	2.18893	1.54923	2.93819	diff_previous_year	5	0.431836	1.99435	1.82496	1.47681	2.30342	2.52896	3.19184
Vroedmeesterpad	Alytes obstetricans	adult	2019	2023	2.70578	1.88513	3.64377	index	5	0.536596	2.47825	2.26883	1.76272	2.86472	3.13371	3.89538
Vroedmeesterpad	Alytes obstetricans	adult	2019	2023	0.399531	0.211705	0.576626	sample_value	5	0.110494	0.363598	0.305186	0.174177	0.444568	0.490089	0.616311
Vroedmeesterpad	Alytes obstetricans	adult	2019	2024	1.78292	1.35818	2.2964	diff_previous_year	6	0.286486	1.65821	1.53624	1.31118	1.86895	2.01331	2.38235
Vroedmeesterpad	Alytes obstetricans	adult	2019	2024	4.77464	3.29548	6.54661	index	6	1.00658	4.31527	3.93468	3.09731	5.08497	5.56239	6.92721
Vroedmeesterpad	Alytes obstetricans	adult	2019	2024	0.965147	0.762689	1.16176	sample_value	6	0.122878	0.916425	0.864699	0.729413	1.01314	1.07404	1.19867
Vuursalamander	Salamandra salamandra	adult	2016	2016	NA	NA	NA	diff_previous_year	1	NA	NA	NA	NA	NA	NA	NA
Vuursalamander	Salamandra salamandra	adult	2016	2016	NA	NA	NA	index	1	NA	NA	NA	NA	NA	NA	NA
Vuursalamander	Salamandra salamandra	adult	2016	2016	-0.376391	-0.496486	-0.257276	sample_value	1	0.0728804	-0.406544	-0.436213	-0.524515	-0.348345	-0.313642	-0.236086
Vuursalamander	Salamandra salamandra	adult	2016	2017	1.01611	0.860837	1.18623	diff_previous_year	2	0.0986398	0.978139	0.932398	0.834415	1.04774	1.09681	1.21122
Vuursalamander	Salamandra salamandra	adult	2016	2017	1.01611	0.860837	1.18623	index	2	0.0986398	0.978139	0.932398	0.834415	1.04774	1.09681	1.21122
Vuursalamander	Salamandra salamandra	adult	2016	2017	-0.365131	-0.480374	-0.257184	sample_value	2	0.0672024	-0.388746	-0.419872	-0.503157	-0.339585	-0.308306	-0.238793
Vuursalamander	Salamandra salamandra	adult	2016	2018	1.42466	1.21128	1.67959	diff_previous_year	3	0.140772	1.3664	1.30819	1.185	1.46953	1.53296	1.73004
Vuursalamander	Salamandra salamandra	adult	2016	2018	1.44172	1.20436	1.70896	index	3	0.151256	1.3762	1.31399	1.17913	1.49108	1.56902	1.75316
Vuursalamander	Salamandra salamandra	adult	2016	2018	-0.016011	-0.117275	0.093657	sample_value	3	0.0644019	-0.0447403	-0.0722557	-0.132515	0.0100493	0.0385217	0.115919
Vuursalamander	Salamandra salamandra	adult	2016	2019	1.13048	0.963982	1.32693	diff_previous_year	4	0.112574	1.08381	1.03814	0.928937	1.16721	1.21977	1.36847
Vuursalamander	Salamandra salamandra	adult	2016	2019	1.62409	1.3446	1.95776	index	4	0.19177	1.53487	1.46107	1.30205	1.67792	1.78147	2.04523
Vuursalamander	Salamandra salamandra	adult	2016	2019	0.101742	-0.014481	0.221418	sample_value	4	0.0770863	0.0680297	0.0314902	-0.0361308	0.128996	0.166095	0.254284
Vuursalamander	Salamandra salamandra	adult	2016	2020	0.947487	0.801951	1.1061	diff_previous_year	5	0.0935522	0.909083	0.862328	0.773182	0.981872	1.02405	1.13453
Vuursalamander	Salamandra salamandra	adult	2016	2020	1.52894	1.2874	1.81331	index	5	0.157544	1.45957	1.39596	1.25161	1.57602	1.662	1.8521
Vuursalamander	Salamandra salamandra	adult	2016	2020	0.0429042	-0.058195	0.145078	sample_value	5	0.0622946	0.0188303	-0.0118875	-0.0795221	0.0670642	0.0975753	0.165686
Vuursalamander	Salamandra salamandra	adult	2016	2021	0.887747	0.764075	1.01777	diff_previous_year	6	0.0778985	0.857239	0.82412	0.747267	0.912482	0.952151	1.04553
Vuursalamander	Salamandra salamandra	adult	2016	2021	1.35187	1.13702	1.57565	index	6	0.136516	1.29317	1.23733	1.10558	1.40019	1.46518	1.62674
Vuursalamander	Salamandra salamandra	adult	2016	2021	-0.0799957	-0.18289	0.0232023	sample_value	6	0.0627056	-0.102393	-0.12982	-0.204764	-0.0565209	-0.0278689	0.0425771
Vuursalamander	Salamandra salamandra	adult	2016	2022	1.29151	1.11464	1.50425	diff_previous_year	7	0.117273	1.23954	1.19016	1.08713	1.32924	1.3843	1.54596
Vuursalamander	Salamandra salamandra	adult	2016	2022	1.7391	1.46645	2.04842	index	7	0.178382	1.66955	1.58895	1.41758	1.79825	1.87615	2.1118
Vuursalamander	Salamandra salamandra	adult	2016	2022	0.171752	0.0718426	0.273257	sample_value	7	0.0624087	0.148953	0.120315	0.0455014	0.195358	0.224693	0.288793
Vuursalamander	Salamandra salamandra	adult	2016	2023	1.19866	1.02673	1.38885	diff_previous_year	8	0.113961	1.15006	1.10646	0.988866	1.23354	1.29068	1.43646
Vuursalamander	Salamandra salamandra	adult	2016	2023	2.07776	1.71063	2.49134	index	8	0.236973	1.97958	1.88059	1.65781	2.15227	2.26908	2.59196
Vuursalamander	Salamandra salamandra	adult	2016	2023	0.348503	0.22371	0.467678	sample_value	8	0.0725629	0.32141	0.286678	0.203122	0.377209	0.40823	0.485881
Vuursalamander	Salamandra salamandra	adult	2016	2024	0.843142	0.708579	0.992242	diff_previous_year	9	0.086591	0.807831	0.771582	0.685043	0.872067	0.913994	1.01863
Vuursalamander	Salamandra salamandra	adult	2016	2024	1.74166	1.44392	2.06815	index	9	0.187356	1.66379	1.5808	1.38494	1.80256	1.89629	2.11009
Vuursalamander	Salamandra salamandra	adult	2016	2024	0.172628	0.0555315	0.286831	sample_value	9	0.0702749	0.148036	0.115509	0.0377507	0.195774	0.232422	0.307961
